likely_mpid,expt_gap,formula_x,mpid,formula_y,gap pbe,Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Cl,Co,Cr,Cs,Cu,Dy,Er,Eu,F,Fe,Ga,Gd,Ge,H,Hf,Hg,Ho,I,In,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,O,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Tc,Te,Th,Ti,Tl,Tm,U,V,W,Xe,Y,Yb,Zn,Zr,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
mp-1725,0,CaZn2,mp-1725,CaZn2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,30,10,26.66666667,4.444444444,30,7,69,62,48.33333333,27.55555556,69,40.078,65.38,25.302,56.946,11.24533333,65.38,692.68,1115,422.32,833.4533333,187.6977778,692.68,2,12,10,8.666666667,4.444444444,12,4,4,0,4,0,4,122,176,54,140,24,122,1,1.65,0.65,1.433333333,0.288888889,1.65,2,2,0,2,0,2,0,0,0,0,0,0,0,10,10,6.666666667,4.444444444,10,0,0,0,0,0,0,2,12,10,8.666666667,4.444444444,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.96,37.77,23.81,21.89666667,10.58222222,13.96,0,0,0,0,0,0,0,0,0,0,0,0,194,225,31,204.3333333,13.77777778,194
mp-542953,0,CaZn3Ni2,mp-542953,CaZn3Ni2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,30,10,27.66666667,2.555555556,30,7,69,62,56,16.33333333,69,40.078,65.38,25.302,58.93413333,6.445866667,65.38,692.68,1728,1035.32,1108.173333,415.4933333,692.68,2,12,10,9.666666667,2.555555556,12,4,4,0,4,0,4,122,176,54,131.6666667,14.77777778,122,1,1.91,0.91,1.628333333,0.209444444,1.65,2,2,0,2,0,2,0,0,0,0,0,0,0,10,10,7.666666667,2.555555556,10,0,0,0,0,0,0,2,12,10,9.666666667,2.555555556,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,0,2,2,0.666666667,0.888888889,0,10.32,37.77,27.45,16.715,7.018333333,13.96,0,0,0,0,0,0,0,0.5953947,0.5953947,0.1984649,0.264619867,0,194,225,31,209.5,15.5,194
mp-1734,0,CaZn5,mp-1734,CaZn5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,30,10,28.33333333,2.777777778,30,7,69,62,58.66666667,17.22222222,69,40.078,65.38,25.302,61.163,7.028333333,65.38,692.68,1115,422.32,763.0666667,117.3111111,692.68,2,12,10,10.33333333,2.777777778,12,4,4,0,4,0,4,122,176,54,131,15,122,1,1.65,0.65,1.541666667,0.180555556,1.65,2,2,0,2,0,2,0,0,0,0,0,0,0,10,10,8.333333333,2.777777778,10,0,0,0,0,0,0,2,12,10,10.33333333,2.777777778,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.96,37.77,23.81,17.92833333,6.613888889,13.96,0,0,0,0,0,0,0,0,0,0,0,0,194,225,31,199.1666667,8.611111111,194
mp-7204,3.7,CaZnSO,mp-7204,CaZnSO,2.683,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,30,22,18.5,6.5,8,7,88,81,62.75,27.875,7,15.9994,65.38,49.3806,38.3806,14.3484,15.9994,54.8,1115,1060.2,562.71,341.13,54.8,2,16,14,11.5,4.75,2,2,4,2,3.25,0.75,2,66,176,110,117.25,31.75,66,1,3.44,2.44,2.1675,0.8425,1,2,2,0,2,0,2,0,4,4,2,2,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,2,12,10,6.5,2.75,2,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,9.105,37.77,28.665,21.65546875,10.12296875,9.105,0,2.202,2.202,0.5505,0.82575,0,0,0,0,0,0,0,12,225,213,125.25,84.25,12
mp-4452,3.4,Cd(GaS2)2,mp-4452,Cd(GaS2)2,2.1141,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,48,32,24.85714286,10.12244898,16,70,88,18,81.42857143,7.510204082,88,32.065,112.411,80.346,54.30242857,25.41420408,32.065,302.91,594.22,291.31,393.3542857,57.39020408,388.36,12,16,4,14.57142857,1.632653061,16,3,5,2,3.571428571,0.653061224,3,105,144,39,115.4285714,11.91836735,105,1.69,2.58,0.89,2.232857143,0.396734694,2.58,2,2,0,2,0,2,0,4,4,2.571428571,1.632653061,4,0,10,10,4.285714286,4.897959184,0,0,0,0,0,0,0,6,13,7,8.857142857,3.265306122,6,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,18.8575,25.786875,6.929375,22.90821429,3.289897959,25.786875,0,2.202,2.202,1.258285714,1.078530612,2.202,0,0,0,0,0,0,64,194,130,86,30.85714286,70
mp-703595,0,Cd13I28,mp-703595,Cd13I28,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53,5,51.41463415,2.165377751,53,70,96,26,87.75609756,11.25996431,96,112.411,126.90447,14.49347,122.3089795,6.276767496,126.90447,386.85,594.22,207.37,452.6014634,89.80687686,386.85,12,17,5,15.41463415,2.165377751,17,5,5,0,5,0,5,139,144,5,140.5853659,2.165377751,139,1.69,2.66,0.97,2.352439024,0.420083284,2.66,2,2,0,2,0,2,0,5,5,3.414634146,2.165377751,5,10,10,0,10,0,10,0,0,0,0,0,0,12,17,5,15.41463415,2.165377751,17,0,0,0,0,0,0,0,1,1,0.682926829,0.43307555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.682926829,0.43307555,1,19.495,43.015,23.52,35.55743902,10.18593694,43.015,0,1.062,1.062,0.725268293,0.459926234,1.062,0,0,0,0,0,0,64,194,130,105.2195122,56.29982153,64
mp-2441,0.5,Cd3P2,mp-2441,Cd3P2,0.0018,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,48,33,34.8,15.84,48,70,83,13,75.2,6.24,70,30.973762,112.411,81.437238,79.8361048,39.08987424,112.411,317.3,594.22,276.92,483.452,132.9216,594.22,12,15,3,13.2,1.44,12,3,5,2,4.2,0.96,5,107,144,37,129.2,17.76,144,1.69,2.19,0.5,1.89,0.24,1.69,2,2,0,2,0,2,0,3,3,1.2,1.44,0,0,10,10,6,4.8,10,0,0,0,0,0,0,5,12,7,9.2,3.36,12,0,0,0,0,0,0,0,3,3,1.2,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.2,1.44,0,19.495,22.5702381,3.075238095,20.72509524,1.476114286,19.495,0,1.625,1.625,0.65,0.78,0,0,0,0,0,0,0,2,194,192,117.2,92.16,194
mp-28914,2.19,Cd4P2Br3,mp-28914,Cd4P2Br3,1.5415,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,48,33,36.33333333,10.37037037,48,70,95,25,81.22222222,9.975308642,70,30.973762,112.411,81.437238,83.47816933,25.7180717,112.411,265.8,594.22,328.42,423.2088889,152.0098765,594.22,12,17,5,14.33333333,2.074074074,12,3,5,2,4.222222222,0.691358025,5,107,144,37,127.7777778,14.41975309,144,1.69,2.96,1.27,2.224444444,0.49037037,1.69,2,2,0,2,0,2,0,5,5,2.333333333,2.074074074,0,0,10,10,7.777777778,3.456790123,10,0,0,0,0,0,0,5,17,12,12.11111111,3.259259259,12,0,0,0,0,0,0,0,3,3,1,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0.888888889,0,19.495,29.48,9.985,23.50671958,3.982186949,19.495,0,1.625,1.625,0.846777778,0.752691358,0,0,0,0,0,0,0,2,194,192,108,76.44444444,194
mp-29746,2.17,Cd4P2Cl3,mp-29746,Cd4P2Cl3,1.3806,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,48,33,30.33333333,15.7037037,48,70,94,24,80.88888889,9.679012346,70,30.973762,112.411,81.437238,68.66116933,38.88873837,112.411,171.6,594.22,422.62,391.8088889,179.9209877,594.22,12,17,5,14.33333333,2.074074074,12,3,5,2,3.888888889,0.987654321,5,102,144,42,121.7777778,19.75308642,144,1.69,3.16,1.47,2.291111111,0.579259259,1.69,2,2,0,2,0,2,0,5,5,2.333333333,2.074074074,0,0,10,10,4.444444444,4.938271605,10,0,0,0,0,0,0,5,12,7,8.777777778,2.864197531,12,0,0,0,0,0,0,0,3,3,1,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0.888888889,0,19.495,24.4975,5.0025,21.84588624,2.089676661,19.495,0,2.493,2.493,1.192111111,1.059654321,0,0,0,0,0,0,0,2,194,192,108,76.44444444,194
mp-568545,2.17,Cd4P2I3,mp-568545,Cd4P2I3,1.379,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,53,38,42.33333333,12.14814815,48,70,96,26,81.55555556,10.27160494,70,30.973762,126.90447,95.930708,99.14499267,30.29832474,112.411,317.3,594.22,276.92,463.5588889,116.1432099,594.22,12,17,5,14.33333333,2.074074074,12,3,5,2,4.555555556,0.691358025,5,107,144,37,134.1111111,12.04938272,144,1.69,2.66,0.97,2.124444444,0.38617284,1.69,2,2,0,2,0,2,0,5,5,2.333333333,2.074074074,0,0,10,10,7.777777778,3.456790123,10,0,0,0,0,0,0,5,17,12,12.11111111,3.259259259,12,0,0,0,0,0,0,0,3,3,1,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0.888888889,0,19.495,43.015,23.52,28.01838624,9.997742504,19.495,0,1.625,1.625,0.715111111,0.635654321,0,0,0,0,0,0,0,2,194,192,108,76.44444444,194
mp-29044,1.83,Cd4Sb2I3,mp-29044,Cd4Sb2I3,1.1297,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53,5,50.33333333,2.074074074,48,70,96,26,82,10.66666667,70,112.411,126.90447,14.49347,119.3197122,6.141077531,112.411,386.85,903.78,516.93,593.8877778,138.0251852,594.22,12,17,5,14.33333333,2.074074074,12,5,5,0,5,0,5,139,144,5,141.2222222,2.469135802,144,1.69,2.66,0.97,2.093333333,0.377777778,1.69,2,2,0,2,0,2,0,5,5,2.333333333,2.074074074,0,10,10,0,10,0,10,0,0,0,0,0,0,12,17,5,14.33333333,2.074074074,12,0,0,0,0,0,0,0,3,3,1,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0.888888889,0,19.495,43.015,23.52,30.01611111,9.352098765,19.495,0,1.062,1.062,0.354,0.472,0,0,0,0,0,0,0,64,194,130,144.4444444,53.62962963,194
mp-2642,0,CdAg,mp-2642,CdAg,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,48,1,47.5,0.5,47,65,70,5,67.5,2.5,65,107.8682,112.411,4.5428,110.1396,2.2714,107.8682,594.22,1234.93,640.71,914.575,320.355,594.22,11,12,1,11.5,0.5,11,5,5,0,5,0,5,144,145,1,144.5,0.5,144,1.69,1.93,0.24,1.81,0.12,1.69,1,2,1,1.5,0.5,1,0,0,0,0,0,0,10,10,0,10,0,10,0,0,0,0,0,0,11,12,1,11.5,0.5,11,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0.5,0,16.33,19.495,3.165,17.9125,1.5825,16.33,0,0,0,0,0,0,0,0,0,0,0,0,194,225,31,209.5,15.5,194
mp-1197203,2.32,CdAg2GeS4,,,0.83,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,48,32,29.75,13.75,16,65,88,23,78.875,9.15625,88,32.065,112.411,80.346,66.130925,34.065925,32.065,388.36,1234.93,846.57,728.615,373.85375,388.36,11,16,5,14,2,16,3,5,2,3.875,0.875,3,105,145,40,121.75,17.1875,105,1.69,2.58,0.89,2.235,0.345,2.58,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,0,10,10,5,5,0,0,0,0,0,0,0,6,14,8,9,3,6,0,1,1,0.25,0.375,0,0,4,4,1.5,1.125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.75,0.8125,2,16.33,25.786875,9.456875,22.2884375,3.677578125,25.786875,0,2.202,2.202,1.148875,1.053125,2.202,0,0,0,0,0,0,70,225,155,143.625,73.625,70
mp-1025294,0,CdAsPd5,mp-1025294,CdAsPd5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,48,15,44.42857143,3.265306122,46,62,84,22,66.28571429,6.12244898,62,74.9216,112.411,37.4894,102.7760857,7.95842449,106.42,594.22,1828.05,1233.83,1546.352857,402.4244898,1828.05,10,15,5,11,1.428571429,10,4,5,1,4.857142857,0.244897959,5,119,144,25,136.8571429,5.102040816,139,1.69,2.2,0.51,2.124285714,0.124081633,2.2,0,2,2,0.571428571,0.816326531,0,0,3,3,0.428571429,0.734693878,0,10,10,0,10,0,10,0,0,0,0,0,0,10,15,5,11,1.428571429,10,0,0,0,0,0,0,0,3,3,0.428571429,0.734693878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.428571429,0.734693878,0,14.41,22.175,7.765,16.24571429,2.62244898,14.41,0,0,0,0,0,0,0,0,0,0,0,0,166,225,59,212.1428571,18.36734694,225
mp-550553,3.08,CdBiClO2,mp-550553,CdBiClO2,2.8418,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,83,75,32.8,26.16,8,70,94,24,84.8,5.92,87,15.9994,208.9804,192.981,77.76864,66.341648,15.9994,54.8,594.22,539.42,283.964,228.2768,54.8,12,17,5,15.2,1.36,16,2,6,4,3.6,1.52,2,66,148,82,105.2,32.64,66,1.69,3.44,1.75,2.75,0.716,3.44,2,2,0,2,0,2,0,5,5,3.2,1.36,4,0,10,10,4,4.8,0,0,14,14,2.8,4.48,0,6,29,23,12,6.8,6,0,0,0,0,0,0,0,3,3,1.6,0.88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.6,0.88,2,9.105,32.95,23.845,19.0305,7.9404,9.105,0,2.493,2.493,0.4986,0.79776,0,0,0,0,0,0,0,12,194,182,58.8,56.16,12
mp-27934,4.47,CdBr2,mp-27934,CdBr2,2.938,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,48,13,39.33333333,5.777777778,35,70,95,25,86.66666667,11.11111111,95,79.904,112.411,32.507,90.73966667,14.44755556,79.904,265.8,594.22,328.42,375.2733333,145.9644444,265.8,12,17,5,15.33333333,2.222222222,17,4,5,1,4.333333333,0.444444444,4,120,144,24,128,10.66666667,120,1.69,2.96,1.27,2.536666667,0.564444444,2.96,2,2,0,2,0,2,0,5,5,3.333333333,2.222222222,5,10,10,0,10,0,10,0,0,0,0,0,0,12,17,5,15.33333333,2.222222222,17,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,19.495,29.48,9.985,26.15166667,4.437777778,29.48,0,1.457,1.457,0.971333333,0.647555556,1.457,0,0,0,0,0,0,64,194,130,107.3333333,57.77777778,64
mp-22881,5.7,CdCl2,mp-22881,CdCl2,3.5214,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,48,31,27.33333333,13.77777778,17,70,94,24,86,10.66666667,94,35.453,112.411,76.958,61.10566667,34.20355556,35.453,171.6,594.22,422.62,312.4733333,187.8311111,171.6,12,17,5,15.33333333,2.222222222,17,3,5,2,3.666666667,0.888888889,3,102,144,42,116,18.66666667,102,1.69,3.16,1.47,2.67,0.653333333,3.16,2,2,0,2,0,2,0,5,5,3.333333333,2.222222222,5,0,10,10,3.333333333,4.444444444,0,0,0,0,0,0,0,7,12,5,8.666666667,2.222222222,7,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,19.495,24.4975,5.0025,22.83,2.223333333,24.4975,0,2.493,2.493,1.662,1.108,2.493,0,0,0,0,0,0,64,194,130,107.3333333,57.77777778,64
mp-13982,2.05,CdCu2GeS4,mp-13982,CdCu2GeS4,0.3622,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,48,32,25.25,9.25,16,64,88,24,78.625,9.46875,88,32.065,112.411,80.346,55.050375,22.985375,32.065,388.36,1357.77,969.41,759.325,412.24125,388.36,11,16,5,14,2,16,3,5,2,3.625,0.625,3,105,144,39,118.5,13.5,105,1.69,2.58,0.89,2.2275,0.3525,2.58,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,0,10,10,5,5,0,0,0,0,0,0,0,6,14,8,9,3,6,0,1,1,0.25,0.375,0,0,4,4,1.5,1.125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.75,0.8125,2,11.07,25.786875,14.716875,20.9734375,5.321328125,25.786875,0,2.202,2.202,1.148875,1.053125,2.202,0,0,0,0,0,0,70,225,155,143.625,73.625,70
mp-10967,1.2,CdCu2GeSe4,mp-10967,CdCu2GeSe4,0.0541,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,48,19,34.25,3.4375,34,64,89,25,79.125,9.875,89,63.546,112.411,48.865,78.497875,8.94040625,78.96,494,1357.77,863.77,812.145,372.62625,494,11,16,5,14,2,16,4,5,1,4.125,0.21875,4,120,144,24,126,7.5,120,1.69,2.55,0.86,2.2125,0.3375,2.55,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,10,10,0,10,0,10,0,0,0,0,0,0,11,16,5,14,2,16,0,1,1,0.25,0.375,0,0,4,4,1.5,1.125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.75,0.8125,2,11.07,25.92,14.85,21.04,5.37125,25.92,0,0.799,0.799,0.447375,0.351625,0.799,0,0,0,0,0,0,14,225,211,115.625,101.625,14
mp-1078292,1.37,CdCu2SnS4,mp-1078292,CdCu2SnS4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,50,34,27.5,11.5,16,64,88,24,78.75,9.5625,88,32.065,118.71,86.645,60.809125,28.744125,32.065,388.36,1357.77,969.41,671.035,343.3675,388.36,11,16,5,14,2,16,3,5,2,3.75,0.75,3,105,144,39,120.875,15.875,105,1.69,2.58,0.89,2.22125,0.35875,2.58,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,0,10,10,5,5,0,0,0,0,0,0,0,6,14,8,9,3,6,0,1,1,0.25,0.375,0,0,4,4,1.5,1.125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.75,0.8125,2,11.07,33.285,22.215,22.2584375,6.285078125,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0,0,0,0,0,70,225,155,133.125,63.125,70
